time,token,status,reason,volume_usdc,small_test_usdc,usdc_back,backup_usdc_back,profit_usd,profit_percent,backup_profit_percent,buy_place,sell_place,backup_place,token_amount,buy_slippage,sell_slippage,spread_percent,route_pair,is_near_profit,buy_dexes_checked,sell_dexes_checked
2026-04-29 13:05:18,GHST,skipped,no_buy_quotes,50,20,,,,,,,,,,,,,,,0,
2026-04-29 13:05:22,QUICK,ok,,100,30.0,99.5977,99.3318,-0.4644,-0.4644,-0.71,Odos,KyberSwap,Sushi,8.557773811455915,0.1497,0.1058,-0.4023,Odos -> KyberSwap,False,6,4
2026-04-29 13:05:26,GHST,skipped,no_buy_quotes,100,30.0,,,,,,,,,,,,,,,0,
2026-04-29 13:05:26,DPI,ok,,50,20,46.1901,46.1913,-3.8171,-7.6342,-7.6359,Sushi,Odos,KyberSwap,1.0216444028477205,1.949,2.0452,-7.6197,Sushi -> Odos,False,5,4
2026-04-29 13:05:32,DPI,skipped,high_buy_slippage,100,30.0,,,,,,Sushi,,,1.9806499841321334,4.2985,,,,,5,
2026-04-29 13:05:34,GHST,skipped,no_buy_quotes,200,60.0,,,,,,,,,,,,,,,0,
2026-04-29 13:05:35,DPI,skipped,high_buy_slippage,200,60.0,,,,,,Sushi,,,3.7325162790978395,8.0879,,,,,5,
2026-04-29 13:05:38,DPI,skipped,high_buy_slippage,500,150.0,,,,,,KyberSwap,,,8.171702290199615,13.6298,,,,,5,
2026-04-29 13:05:39,QUICK,ok,,200,60.0,198.7192,198.227,-1.3344,-0.6672,-0.901,Odos,KyberSwap,Sushi,17.096218159406575,0.1787,0.1266,-0.6404,Odos -> KyberSwap,False,6,4
2026-04-29 13:05:42,GHST,skipped,no_buy_quotes,500,150.0,,,,,,,,,,,,,,,0,
2026-04-29 13:05:42,STG,skipped,high_buy_slippage,50,20,,,,,,Sushi,,,214.7006478182289,3.7104,,,,,6,
2026-04-29 13:05:48,STG,skipped,high_buy_slippage,100,30.0,,,,,,Sushi,,,404.5304597588195,8.121,,,,,6,
2026-04-29 13:05:52,QUICK,ok,,500,150.0,494.537,493.2443,-5.6234,-1.1247,-1.3781,Odos,KyberSwap,Sushi,42.65008458616469,0.2485,0.197,-1.0926,Odos -> KyberSwap,False,6,4
2026-04-29 13:05:53,COMP,skipped,no_buy_quotes,50,20,,,,,,,,,,,,,,,0,
2026-04-29 13:05:54,STG,skipped,high_buy_slippage,200,60.0,,,,,,Sushi,,,724.3834895621617,14.6232,,,,,6,
2026-04-29 13:05:54,MKR,ok,,50,20,49.4686,49.4686,-0.547,-1.094,-1.1551,KyberSwap,Sushi,Odos,0.024287392726849457,0.1318,0.1193,-1.0628,KyberSwap -> Sushi,False,5,5
2026-04-29 13:05:55,COMP,skipped,no_buy_quotes,100,30.0,,,,,,,,,,,,,,,0,
2026-04-29 13:05:57,COMP,skipped,no_buy_quotes,200,60.0,,,,,,,,,,,,,,,0,
2026-04-29 13:05:59,COMP,skipped,no_buy_quotes,500,150.0,,,,,,,,,,,,,,,0,
2026-04-29 13:06:02,STG,skipped,high_buy_slippage,500,150.0,,,,,,Sushi,,,1378.1431396899166,27.9108,,,,,6,
2026-04-29 13:06:08,MKR,ok,,100,30.0,98.5026,98.516,-1.5044,-1.5044,-1.5145,KyberSwap,Sushi,Odos,0.04845679889020638,0.32,0.1974,-1.4974,KyberSwap -> Sushi,False,5,5
2026-04-29 13:06:15,SUSHI.e,ok,,50,20,49.155,49.0812,-0.8869,-1.7737,-1.9213,Odos,Sushi,0x/Matcha,230.98590696451447,0.3399,0.3186,-1.6901,Odos -> Sushi,False,6,5
2026-04-29 13:06:16,WOO,ok,,50,20,49.4954,49.4954,-0.511,-1.0221,-1.0366,KyberSwap,Sushi,Odos,2546.577747629717,0.1142,0.0984,-1.0092,KyberSwap -> Sushi,False,6,5
2026-04-29 13:06:28,WOO,ok,,100,30.0,98.5569,98.5594,-1.4512,-1.4512,-1.4553,KyberSwap,Sushi,Odos,5080.512238255405,0.2652,0.1911,-1.4431,KyberSwap -> Sushi,False,6,5
2026-04-29 13:06:29,MKR,ok,,200,60.0,195.3332,195.259,-4.6926,-2.3463,-2.3887,Odos,Sushi,KyberSwap,0.09644579840418456,0.6006,0.3572,-2.3334,Odos -> Sushi,False,5,5
2026-04-29 13:06:34,SUSHI.e,ok,,100,30.0,97.3015,97.154,-2.7388,-2.7388,-2.8863,Odos,Sushi,0x/Matcha,459.8873990654728,0.6611,0.5691,-2.6985,Odos -> Sushi,False,6,5
2026-04-29 13:06:40,MKR,ok,,500,150.0,478.1336,478.0064,-21.9014,-4.3803,-4.4021,KyberSwap,Odos,Sushi,0.23847428672858936,1.3386,0.8566,-4.3733,KyberSwap -> Odos,False,5,5
2026-04-29 13:06:43,WOO,ok,,200,60.0,195.7526,195.7431,-4.2603,-2.1301,-2.1316,KyberSwap,Odos,Sushi,10128.342405805499,0.5296,0.3748,-2.1237,KyberSwap -> Odos,False,6,5
2026-04-29 13:06:48,SUSHI.e,ok,,200,60.0,191.3556,191.033,-8.6862,-4.3431,-4.5044,Odos,Sushi,0x/Matcha,913.7336393284331,1.0384,1.0257,-4.3222,Odos -> Sushi,False,6,5
2026-04-29 13:06:56,WOO,ok,,500,150.0,478.7012,478.7159,-21.305,-4.261,-4.2619,KyberSwap,Sushi,Odos,25043.67325409244,1.3225,0.9199,-4.2598,KyberSwap -> Sushi,False,6,5
2026-04-29 13:07:04,SUSHI.e,ok,,500,150.0,456.6847,455.4658,-43.3869,-8.6774,-8.9211,Odos,Sushi,0x/Matcha,2244.677562503301,2.1049,2.3777,-8.6631,Odos -> Sushi,False,6,5
